name,lat,lon,type,rating,user_ratings_total,photo_reference,amenity_score
CCL - Costa de Caparica (Costa velha),38.6548823,-9.2389853,Campsite,4.3,12,,50
Parque de Campismo dos Serviços Sociais da GNR,38.6530406,-9.2394523,Campsite,4.4,14,,50
Bellas Glamping,38.6001277,-9.0869055,Campsite,2.9,15,places/ChIJ_QWsGqVJGQ0RYm_okY4M02s/photos/ATCDNfVpWEMXRrB_A7gQcOIQs1pGoCk8ERx91b6wH_Q2eK76w52KAyew7FteuQOtJwwXh6nTaFF0tHcw3RDSL8ih-PrWl3sgpWKxmqbJm-oHJsLzzng_FFQaijonbszNS121-KWcNJJWepaPyb0T1_GqoT-BG44MUwwhYScsP8Ut-8HfPZ3_P9umfA5e1rn6Ft-1W01EqKKQEIU0OAS83sXOkOpp0vfpIs9IlL5fWSe9WEQ0W4yblrf3Lq0TNB09gebT2y2wjGCweNhD5-n2vHSaS1-Q3T98HgQrsrlbuWGOHA0lcqcCQV7XwU2guzNAj1-9ar1upa9rV2nm4IJr3vEqWDVEc0iEVRLw9H7fDZjibY03YaP-u02MHFlzD1D7XK1HJgwfVqvjsbjITq2GOhVtUpn1EQWX8tDCuPXdPRn_M1GeGAQ,50
"Escola Evasão - Surf, Longboard, Bodyboard - Surfschool, Surfcamp, Rental",38.6614024,-9.2578158,Campsite,5,5,places/ChIJz_nBMDXKHg0RUM5PciQwjN4/photos/ATCDNfW1iG65_u1J7CVP8P3SJ75PD5hFTIuP2IDArYkLCjUq8YWmjNgbykmmJQSnGq1hkDu_1RZDIWbwnmPMG9KzopCbu14WDrMbrtqci1RIBmL4OclHhj4npC0MY9mf_n2nPF0miwFm5dQ3we0CKvUWOWylVxxRDC13ZLw9nyD6QDFeJTqwhtLzyiemx1dPCjgS4DFXcwkQeIfss1qsc_T3hqpKbQ-wpXYlDxRmLRe4hbVCmXnNleutbvae7u6dGhd6Ip9tCq6VuMSx4LEH27JP90L5jJ-Sjo0WZXC2CQZb4LJtsQ,50
Eduardo VII Park,38.7283001,-9.1526828,Hiking,4.6,47606,places/ChIJ9QG0S3EzGQ0RwqIa7mEIsKk/photos/ATCDNfW0UVScjdpP2AeXIdio34gI0UOkdH8zWT6Ea1GlhsWfJ1DUXMgFPpjn4wRXarIXb6cSd5fMgep0sFyBJPz5QPwMDhiAi417b0Qkkg6Xf06H_nGPRIPzaOTiJO1Rl0vnghyX5kaThRlFeOsXi244Fbi3F3OvPWTZH4GXuek9EwOBI1tuPM1Ootw-PSQ4Qe6kjqbjvmSxhclCtHIilAZtAOeGLORVdkQzMIDqCmPUVDsz20GszUIshxzDFJa6ePDABLoCrMqbKh3JogtCIxRkCgFN8YfW2XVZLgv69S_y7lUcm-NTq6YBo13HYzAMJzSyBolkR8mdJ0QStFMusWh1Ijrvq8CSY_f4JeMuqBMLGkBDqlfTUTH3wdYFLlG04-zlkycjt88q10Ufux2YuCOkCB3hT2fZr_XFHLAPhBdLcoEjwStT,50
Jardim da Estrela,38.714765,-9.159257499999999,Hiking,4.6,14407,places/ChIJqzZCU2MzGQ0RkegDvwGR1ys/photos/ATCDNfWd0qll2zXY8NARoGDHAb2uar7sPdM2wrdJ9_e--QarJ4yzOVVnwjWjFi5A3hf20jLPsPRWev8Lvdyx7M7k8ktzF-nWBTAZhqrxOxHGYMs-Qds4DugiYv_a_5deqEkJJBDIzx7BfndQe4RgDKS5U-F2aSb3LKiU_U5yV3EYdaMghFqGirTA7Yqo-nBh9A28YFIg6IwwSzIzZtTwaTGFzc6kR6ES-Sov6RcS-BtUhVmrVvDZAPkLtJ8Egi4Q_pVB2W9Lx7P3IfIgm_FTJ_Cd2RUa0Uno-HLbBDjb5ZTwi77pheqYWH2G3ZSKY5Uf4LfFcIvKK8kDc6iuuMnX86P7A2t3WQ0qvx1FSfD-efLCc7ZrctqQgTbLaiINIvtivNnAp8lzuhJK-EzX8B8cTRDvs9lz_Nom5dayJERhMixIwDI,50
Parque da Quintas das Conchas e dos Lilases,38.7695915,-9.1550707,Hiking,4.5,9176,places/ChIJk9f4nu0yGQ0Rp4HzHgj9IkQ/photos/ATCDNfWrFbx41rz6PobSsWXSiw27O4gUO2-otP7thdr7ad60r0hql97YvBc5mVD4CBLZy_ozzXf1FWyNd6U3qcbl7wU5hZKuUUqqctqWmIAtXyPuwLyOYo0CTNMClK3xTvCeO0njCNuBqpiV7nmfGL5-ggALCN_kRdc31OCwITuCzydA47WpE34gCWYXqRumQQtjQjwAWBVL8SED2OizUrSCRiF4SOfv9oPP8487MDxIoX2oePKQVcTG579pV9Lst0QfpPVx0sl5oOtwbWXZXTKtvDh2trtCaenWfBnKW8mDhc9_7WRbRHx6PwYt7VaUW-SVuhVtN0Qhh3__7NAbweWKL4DpADEpNtgFZ5T1mEqYUjk-1V74vD3SqeooH0pmzt9wZi_RSQabvi-rnjJMyYWLSXCS2403zsXW14LIAqBTG_G3Ra-F,50
Parque Florestal de Monsanto,38.7235491,-9.1917632,Hiking,4.7,13039,places/ChIJF9IfO8zMHg0Ruh60BZnTq3E/photos/ATCDNfVdtDou-3ccDn5M5N5f0V2YwApibiGKt641e60c5vqs3QnfcT26AF-bX08Ow5MIh2So8PgPaQoFA1bqChFM6NHPDpfPL-UEzWuWEpjQt-3LJNKqFyoJi5upBcv9EcV6LraubDOAlALtGfrl_tmqSsdhHwKZ6cMQd0nu1E4bL41NCcRiBtuWi_wEb4gSMsyvJEwZyd1FM9ghlvFAP1YuP6WbQg4mOG-vdEOB3E620miwj4oXxpS_eD39Z_E1bIsXhNMsiH-gyxHGR-wX-VslP4tr70yr-_UFZJzoRLyfqtbe6apJCz_JBrCz-YBeBds2OQIVo36hM0t7De5nnv559hKrFqCGyouBNOVnSEo57ntGmCeTTVhXQhI5DEYnPc8u7mdy6Sp_p0KGYfas4dY04XqjLaJVkpt66pn4awRQui-ey3PZ,50
Principe Real Garden,38.7162998,-9.148717099999999,Hiking,4.5,12717,places/ChIJAVcy4X4zGQ0RAU4hP9Ou6tQ/photos/ATCDNfXi0H7ZmRQyEzA0xzDO06ZPSrQsxdrFOgWMFcLsZEDYpyOKedI7Djy7NDyurBXz0LKOr9JTykDWgThLlp5p-EzHTD8g2Lgi3RfbAMOKg-Kn_jhDXIqcGGbF88CEKAhPUZNJKtCbEtYWtEOq9aR0IRMsnYpfUbXWGntV2zngl8Mdi-BL-UVqjMeUF8I8whZLvR48_tyYNcs8R0Seetxrf2SoBlgLuw9B0kKkc-yRRbVyWr-gkxzO6OZlmHriuN8c29gEBGMVGkSzmiaUJJtyMm_17CoZyq-7NqWu8wWVKACeclqd2OOEjfhhPBvFG6veqQdUw2-XJ4WpcsJ03VPKPuwfi5KJppKulER_BgCm-kGHNMgyr7At3Fjf9iS8tXrCxfmyh7elke0y7oAcCMV2t_RmL_I1v6BFkcf5pozLA9hQACv4,50
Garden of the Calouste Gulbenkian Foundation,38.7374065,-9.154188,Hiking,4.7,24642,places/ChIJJRmh5w0zGQ0RovfaFjTXQk4/photos/ATCDNfUq9VZQ110cnjnTsv-DdoeNRz-QvFw7wIYuWHsj4YMqJnywVDdWwizZMpAkBtoWsgwT3zGo3z7N18jV_OxT_ipv_TbQFKT3JJTw8tqwISupqaSjkC8vV3oHp78tcTdULGgpHYuBGg0GeJF2tIjPT_2ySkdfKaQXtJsGUV3M13BncR2ClzEaq6iLSHUExUbjCciVrBUZZOzlFuAnpW1HEGieeEV2VysYT0h3EdxiQiXoLcEDIMHSK6i_Oq0wx8onArkxFlb18kB68lEHqzp1LjUFU01FOMk8WkfdAofJuGNuYmy8JGUjnctCtaHHPz5fRHXpSBBV1Jj9NCIDzaFcq5lTd5QVqAYKliRdo29mV_GvPi-w99yFBYwXMvuDCw39m8A8Mek7mGGobWDyazb-CDbL5wyLHQ8USef9ovMXHK_IdMYO,50
Jardim da Cerca da Graça,38.71746350000001,-9.132069399999999,Hiking,4.4,1760,places/ChIJ41Lk44gzGQ0Rs69StMfTQo8/photos/ATCDNfUFK-8Ffbv98CU5d1TXGcidRd-9RsUUe0q4UPo0_xG3iXv4dyqD1-Kq3VtNJRxka85lS49LRew9H-jvvrpRILrrETO9aPAmrlBiQXq8jmYzoQo7VDUECqK_OOeeRNDHPkWp71m2o-kwd84RLiu3uvL9ZwGXZPeBWfW8FALlWFBU9Q466BLjuqpBaL2XaEsCt5sYTWey_xObry98DsgIcTFUQERG2gRk_jevAEglgDiU_phgCyon9aI0ftASagkLpQcoh4ZNiEbyAY3eUZH_pS7Jc5e6oOSzrXLLwoPcf8TJDiUhWzMHVmGf5pXoDEf76X8E72LcAuPDDKAYtA8pvOnLxNEbEfWKFMBCF-UyIVnmipEt1KNKFQA7xikV3XvtkZAvBjmazIEFnw_s0gOPeSq5GR03BDWatHxE6ei0Ehs44A,50
Parque de Jogos 1º de Maio,38.7512651,-9.1384676,Hiking,4.4,450,places/ChIJ20hDa6wzGQ0R3-GJpbFtWdg/photos/ATCDNfX0mwazeUy9FlX2hxskWHuXKfy4w5ERkE01tWI1r4114ltmFGoiGWLvY2N51wmQBstzhNzaeoYTn2a1kQyZdyMAszbYOhm0cw_VvDpdKZCmbqop2pNLkmv9-Hw1tqr4scO9TbBz0f8-tKR1tPA7d-hGTaMldYJsokRti07j5d7QVYYQI-UkLo9dWV0dRkHq7cYopDtd9pqLkDoh5k4EhEgXTVtCDuLrucUPpvEXPl9Qwig6RavlUz2sEhdddpm29z3kvsMKTBehffv_RPcjIEkujresoF3wPUCxGi5pgmskQIHNM1YxRJcPH_os0KJDrEk8uChz4lzwJ_jmL9Tqrx-FG0LEleXuoGIN8j5h5hWRLQRA4wG0PJH1WAYFSQg8I_D18VjW4QmWADN_AxxSwAXQ0auCvXyUASkBlVmfxvL_JGRE,50
Parque da Bela Vista,38.750839,-9.1267636,Hiking,4.4,5579,places/ChIJy2NdwrczGQ0RKTUun24F0pU/photos/ATCDNfUsuZBHF0ItfTPUVPM38t5ZTqfkE4xbivH2_RYLaEoUicG5Quz5RQ-CA8XvTNxmniG0gnGsFwFdbuoUdKuWsKkEHH3I_i4eYi3zL9--nxD17BOonX0kGvZku0LA8J24fOcg4j8u1Qo8mBFyTCYwO-0YCZ74NVRu_P0Z0vAf3Fw1XywQYN3YoJfWvv5Qqr2hX764De4Bx6UiOS80FSZwptgC0aSdOquzux6zmMqNiBEwlEhY9hiA2Dt9RFIPAv9F7qABLSNDKtkWuSxoKBqUaZSjBAE3BW0IXn4sNsoZOzVKikRGPXh2s1iZz3Yr2N27KMWe3pRZI0cbyTEs3Y0g8lNvcxb5MHhSm7hGo0jsqzlOamZMppLWGxsmYTWlzWiFa2rpYaQAUBqP4btxHfW3Sk7M07FpFwLDTgJQdQAE2FvDcvFZ,50
Park Necessidades,38.7090051,-9.169833299999999,Hiking,4.3,2978,places/ChIJo-HlNaA0GQ0Rb5V7OppVuR0/photos/ATCDNfV7BaLULo0WL2s92Gj76dcXK4i9_azg5l8Xyslhuqk4IpG_bBtdd7lF-mH4zcf7ite4rfFhC7D_BFZjNL8tT3KjgJGdqqVlRXP2FckMo7x8JoAZlKBK9lIM-tUJxLL35uwtWmV_29LOaXEP8HXQrYy8WIvvZmCBavL-nq4txCNFzhNw3XbxkzdoHbRKLgIw5bCzofGSyv92Wy4PcZOIBMBnLC3hKXIbPB4eeXmTBEGbt6SniieQLy9yVExC_-kcKbAF1NDd0nHrsyxM9hZOQQwAbxpbxMSXNBJ03nlKcU0P-MY6LNv-AGSCGFurQKW5aVv64hylm2F-72_clnId_WXgA9rJnWnrKmsmgH04ebmYCFNwjoPKaDVvbwY_EHH2fnpUY4O4IO_EK2GZtW97DyEtUcxuL6lXCeeEqbitBZyPQQ,50
Viewpoint of Fóia,37.315383,-8.5924483,Viewpoint,4.7,6518,places/ChIJB1q6J2YiGw0RbrUfEgBTUok/photos/ATCDNfXWE9BQ5i-eXpL_PiFhYzN92kgu8RWEfsAcAq9Wylj147ztCBWAW0iZsUSMqZI0_1LjBZxHuEOJtjCz7JYmiM6z865Pw_HcIQrg9raAI_q53mfYdN3PuIMtZiO1iThH2YCcXiHn8R66a9ektDH6h4_y9zEm0EvuvIUrMbp2EaiLEbTQ_vQ8SCFJZnup8Vh1OIM5LgF_-55Gkx-OgIWYHW4YjFPY3eghoasKJ18keAHldYKrVL3Hgt2fjLlrLDYfnUKDFFaaIBJ2fGCK9QZ5-uM89ebtTrgIWMTyChk0srdl34wvAJKjL-KNJuNW-wIQj-JsjXF85cyr1JAcwvzxvu2dW5TytoyXlDO8xwYQiH-GJn2NvrxT4izjge8hPiuYs3GBb6U3AlaH8rz3hnHoGtNO6zuxkj1zUIujuC2wcDfRvXVI,50
Quinta do Francês Winery,37.2156119,-8.508258,Viewpoint,4.6,358,places/ChIJr7oHXxInGw0Rtzwn1OhQnPE/photos/ATCDNfWV1CD2vS810PAmvkw_c-ukiJCqA3Raf152z9Pk9s6j7NWjdVgNckYb2krkdVyieemW8EBrGqHXaLtKT_8Aix-nDzNsZxZ2qqru8K3qzCDjl7qg_Q1FEnlL0oOZre77QT8PfXCu_kw1vI7AoGMYF5y2qnu-DRMtsRceHUEMwKxxYCvbrQwYP1SuxWdkE28RJNwMdvT79onRNF_Af67kTfPGXDZxrITUPZJa4MzZsR0mbrj0N5T4MwseEpIwEf1fqh6jttXskNwyXbjrx0zP7TMhfs2hc57bo8vX1uOiv5aAQA,50
Fonte Santa,37.2975098,-8.494463099999999,Viewpoint,4.3,116,places/ChIJoYzIR3sgGw0R-gG41UK_MYs/photos/ATCDNfVUjfnE81lLrKbHVGnn0NCOdHlu8AJLQ4nuuWUKFyTZEzPIFXKCaj-Hm2YZnV-WdE_AnmzUyT5xL1wKw1BDvD7anVUJYS62Kmi9o3lyT0yI8WHFnjGqX1aR83AcbswW78NIUqCn90rtsO33ljD1tptEJK0rHZanuQiSQt7THSaztrmWLqiFCbQelOKlYauSenOigsMv9dMDRx7NHWLU10T3qcIQW1Sdc0X7lt3JKx6l9UMLSyWFykAFjrXy9OwsAGbTga8KOBYM2rq2aaZh0me2iBAdcnkhIkEaCHcvO3m5OF-YPljCOXsqpPb4k_JyrkDIpqYUu8lK4rhJYX6iGBCGuzPpI6WZa8Bl9UwJ7yUumhf15jan6CGCTwmfCOZ1syoViA04nYUMab1gq3Oq7VSCOvFc9yr2XLyD1tDwUqRziyAb,50
Alcalar Megalithic Site,37.197838499999996,-8.5891,Viewpoint,4,497,places/ChIJi3SCXcslGw0RVwpjEl52M44/photos/ATCDNfUGmZS9jw9LOFBbFNkW-Bhn8I7S_pxTYsL2b7qFST4X_zCdIoXQ05NZtGKXaXIsImFXgc-5BPqZ9cuc5h-RxZg5xzzypANLCgCtIfDGV9y4Ipjz5zqzL9QulavgfghqmJ2RE_1uGnqjNdqKt18gtcA8Yb66oVme6V35z5fAfZFWTeNn6riMb0HIzAgaLsSmNlHHRvNzXkNUEYasj6DH7YMwmIDNEfwkNYJnvJs_LPUN8V5vYWMAuiaKepjWcJ3vyXyBOqIKLeUVrEdeaAOCVsiO3Gv4mB4NG--jcb69UHr9ayme1RnhrTlTtOqF1-Wo3gBaQhXClrYtPcfQu_9Eehc6Hy7v7DTRna9YERqd3s_p7rQruL6F97J070k7yO3GvS7jgBaGPLinWs40x7SwXerMziOME6SnQbX4jb7DBUYR8w,50
Parque da Mina,37.2549607,-8.5396278,Viewpoint,4.3,725,places/ChIJB5-ToTohGw0RRreOsB7hzbM/photos/ATCDNfVxVy2YKMn5JMZVnjgE22IFbU0GXS4z7Wdj05qBT7F4vP4N9F0p7KixcDse2NPLJ7XzHGqNW_RoaeyuNi5ZFOO-esgD06lBbLnCLI_W7m87Xe343ARsXS3-4PtXVZ27rOX7bXqD1zM9JXmdDxwwG6s47QKbyPzEcc3iD99Mo2EPo5VrdpNJuHuW1cL8tNMQtd5leZqNv4gkq0lkTTFSuM-iDbth3IZIVaHEoJiTcWL7T8wfpDaWdoQ8Pql954dy3z9JKTjWJ2kw_A86dfO0F7OyUPuHeDI7OidJK0rOgxxYZg,50
Cascata do Chilrão,37.3174141,-8.6192887,Viewpoint,3.5,75,places/ChIJMyhgEeojGw0RTLXnlqfBmI8/photos/ATCDNfUhtfrtHVzuD7TjrmzEs5DMh4yj0VbEibQEvDUowl3fv6x1nyozRqTQuvhhqXb27lr7Ztexw7gH2LaSnjjyVM6X9K6z6PicR_0MeHsXAhyMdR5nFZBW7Ex-nSnondWNdzbTVn95RYORzvD4cJ6GftqfThX8ovg9pwwvJMDj6yMqNSic8T8UMuNNC2kI8zro6voHxhDXT5T8HCbar1_MyAXTPLRR3UtwmwNq7OkZ8yXU9Z5nKhO85_osBqFLOTNK8lAbyKsfNKmcVw-K7BdwFwFYK5CuBVNBfFuzOsmmz2pMjJUcaA0YUVQA911YCf4YUIgOqhPwvE16nghhp9aVc8Gc67juRlFbYxSTdd1w9M2D2LHq5rIT4iKu33QOspacRYq9agtuKT3tho-thnWvUQve8fK00ncmOHcOU6nVW8oYDdZ6,50
Igreja Paroquial de Monchique,37.3189144,-8.555810899999999,Viewpoint,4.4,252,places/ChIJJcEz4-UhGw0RmT_GE_z9nng/photos/ATCDNfUb2Be_rDTgOPoQ7kBKwwDm4t1ojvnWpZZB8v6JuV1EmkAzGStzsv9Drmm5Hqhz37FzEVKzUtctrKcAxYiAyLz5FPQAzxzlJ-0e5iOneI3zFnoA0k5rRaKC0nZ1twVzmg73gCMJu5LnPnQCwduU9UXkUz2TjUqVP0Nk6f50vOL1rZBPpXETfjP9RJ57NREuLK740ahYxeTfK-6PTho7BKwzI1kgI7w_aqjKElHrAskZY1pNceMKC-lRLLfdpbqDgFw7FbwxqZVO9OomC4mJLUaeLVTvR1O1wN90mq8dQQP7SvIDoEJnzsGgrs0zEyY5f_lA7TL1X42MlsV4qyCbg1dQzdTgX_t-VVcBSW_R7Gp0LipLZyN8jCfnEZCZdLG81sWQ_A2dNGrgWW7seDr7cqi1_gvoX4qnze47m-m0SFzUL0Aa,50
View Point Autódromo Internacional do Algarve,37.2380316,-8.634494499999999,Viewpoint,4.3,67,places/ChIJX3QtCjolGw0RCEHOegY5D6A/photos/ATCDNfX1p9OV93NsYip-cFP7RVqPlYJH1TRSE5of-j7M81I-_-QjDBRJSuo5LgBgHnrzRxFnS8v5MwiVEJg1xztSzMHGxkOx8uwAlGAXtrveWJ3oklHQmfEG9cwjrYti4gP41mFuz4hFlBb1hBRFo7TO7a5_EasfBw39Zh7octeXPiVaeR-VHFi0zPuketH6zpJAGjD3iPmFGRSjpYnHyuh3i1Fj7Y8Eh02YckScJdt3Z8eY5FCM755wduAzsf8J2d2AVGZvFVvqAXpQ98Wk4Hv3KaBibuLCDg5UBxU2S4pDfZxm_3h2boDjGFODFdlrvuInsB8f3MvDI3joyv_l_iADpwoFpZ6lR5m-DGCBX9XW1o9J_z-1vUaHMfaWFvltsN1JeetTT-jPvFi8ggLiogXm_-2r1dQdRnVZOftmcL7HgZYAiQ,50
Cascata do Penedo do Buraco,37.323654,-8.5824265,Viewpoint,2.8,59,places/ChIJHQUc1BMjGw0Rj80WKZBeNjE/photos/ATCDNfXrTY-MvS1nS8OMK9ZFCMo3lmmG1OboutemZRFVXwMY36NqdxJ3KtrlPOQvTlSML7mg8lFYMZiTwkF9HwJ6gS218pXZowJmPN73syDGlr8shAExpFzlVOvq5LGND67_GN063yFDX3xKpmCRhzsojUqelxfRDQibNAG96qAvPkMyMuMvWbax_cPn6Ob0DE18FaUBatwcO7dohY0PQLELik9SqNh0phKV_oOZL58TB0OD4qtPOrAvhH_Ho76snpNcNL3rYNJ14tH1cnNq9LGg4MWwadG4kqsIjkOToK-zcTYWw39U5DaVhILVYmqDjX5kg98ODLnLfPab6lofjUqivQSvXUrwO-yS7qko5nUfjZD1jNCMQRuJyPtbq1WRrSPaefAht00jsDI17GPNt8u-7zJcc6X65I_dDNbjKT7f6h1J2g,50
Quinta Pedagógica de Silves,37.2587775,-8.439290999999999,Viewpoint,4.1,149,places/ChIJc-sHFNbeGg0RdX4mrXnbmbo/photos/ATCDNfXqxRYiBDmEpYsEdWg2r71OMBUccJgQhmKe4ZbJsclZ3V0eqlnzzQu8INmWXUe9GlMptryHIwXemuztagIumSMZquHJwxe3_-S_GvYvIeF5SL4V56veeOKauYBaZxEMgswN9EHBvptuvsKUEK19cKGLTmkQ-A7Kt8HsVrsm3JbXr_Sfd0PuqQQTOM_OqqopCeEdAqFPqJPQ0ds90x-x1HqkWTnBHcHU-tjSGiU0cnLqHNrKd28EOvtvzH4eckKu_uG3h_bR69Bm9zDb494ilU2hG8axFXiMhIKMRA_aghCR8G5AUEB9luXnN_tdNjMVmej2C-65BeGbJRHBP76hjY5wXGolmReGgQGML76tmd4NqwwfHwiH0FT-clygw6zpqT31rFeKRrf4YZgMDDnZ3ZjRgEFncaKA3y4_fgqF2AYV14wx,50
"Monchique, portugal",37.318943999999995,-8.5544607,Campsite,3,1,,50
Camping Vale da Carrasqueira,37.277228699999995,-8.543811700000001,Campsite,5,1,places/ChIJA3NSaQAhGw0RwfbIBDraqg8/photos/ATCDNfWW65ty093zm4bxJ4DXXhKIxYpOAkrKrBn9FvmjjFgqk7VYNv0X2623a2z5GBwX6UPDDcrB2UNbWP_NdBIqkM6SDbGicTEoNxgULGkgCoCVP5WzcWHLrzKzEpltuPWJ7W36Vi2MAG6Er04S-UoZM05ze20jc2_ZMDJYWFDC8kHbyiTPxgiLhtDurP7nrW_jcJS42-Hy93vO5v6w3gXIY9rdZcJqW4d8QDUA9zUfdkdHTl5adi_p9PV-mYJiN-HN2GVI78pBIwAiC81GJb38QtJPqB4Ak3B4HcidLlYMvp45G4s9JS_5PHWSCufgPaImuMarhqkanAsDQyinJBUWFIyaoSeI6ykoXhhKZ8Rqz0JwHtotiT7YJi_rcssw4DF0GsGeaTC0kPWX9R1vQ80BFWsqkop4GKVYG4xsIBYkGrkIZfstujLw_vmT-BuOzTpj,50
Fonte dos Amores,37.2867273,-8.5543827,Hiking,4.4,432,places/ChIJc207nsMhGw0Rxeiv7aqs4Qo/photos/ATCDNfVb5MMq0q62NCE2DGL_D7PQMJTHxZrD1bnBlXj8dkcuD_Q8hmTUipyXf18Tdmo9LE8hHgp6Crc3chDqxccbffjHzTYbn1yWm5QiNn5RrVMh9gCq2sfmZcyaym_akiQVb58cmUTKDELuld16p8Mkl7Sl-jKWMA8MOMO6xpT17ctOzZu43Q6pet-0MXnxGPjES9fr4vckfXNWbbN7E0QFZQKSTXWcorsmIehRKQ3zXXo9sJ8fnlR0wRQC3uqtarpPmUanPN9FH-8L1cnrnhv_zFzbtpZG6QmucRLyjiCT9AMPNWrxUAxkdrHBDpq2s27NDS1mhc3YiYhdMyPWSQb-HopXMMGyjAJ29cPqswGxaDASHpQa0qt8imsiy_aGm1zL1trreg8bfeFKJKwMJ1TvCdp1ej4nJnFJ9fqNFO-Y8qiuUfam,50
Odelouca Reservoir Park,37.2914317,-8.477818300000001,Hiking,4.3,169,places/ChIJY6gUu3jfGg0RCldVVdYrtjM/photos/ATCDNfUtAkXkjXB4pZGuCZtJ_2L_Rd6xtdOma4Kc7K30o81j2OoPPHjqWhxRHcjfoJxXh6vxU5a1bVH4X2rclJRoL4hkSAd-3aLZTxmWh6pOFoMqJSTAHBcA-I4NO7Fw3NlNp2AE3-MtKD-pseVkQ8ic5Xe3MqIbi839z5d3gSt2yEvE93Lh8vaiWEc5rskWNfdISLpFAdsQaEVkgyz1ranlqzoVxhNfvDk_Yvgh_qwIQ8SBPvbTgFxXXYgStMqsVy_oCcYLPDkUakFMJShV7EnqIO7rCw12PLG3RwNJtMF769O2TEW9Jt0mcUOVB2WAX4s0JV60Xk1MZsV9QN66-2jQmep1leSQonxooEY4SWeAuXrv59dWoMwG6ssunAbCy6oHzBpSeQ-MewRUUE4IDC9lfEHFRidoWyUozp5PGu_D1dy6fw,50
Orange Eco Land,37.2568845,-8.4994775,Hiking,4.8,36,places/ChIJQSNj4zMhGw0RvE_JSaOdRAA/photos/ATCDNfVYdQzovcNDOaZ6o7hF8w3fPPJyHiwZweIf4FnKs9a3quokcnShwsyiXvX6frZ2NVb9Td8Ql40pvB4FFhWWIa7oGUaPaYaa60MEXEPezxOansBPRnUz0E-47CPna9xOdCeIIwvcquhehsv-QMHXyqVI1eoq9sXJ4aWJBEBEAtG_XIOx7o7XkmsX-Cf3jsESyDhEkKNMFx2LiRLQhlotEv1ScAW8e9AgmjHe_IzJcmdFt6gRmjOTX6_dvTHhxPNuir5Qnyx-Qafg1DFGc6WK4M71mrSH540D-kZf2z9X8w1FPQ,50
Parque do Barranco dos Pisões,37.333337799999995,-8.5672883,Hiking,4.6,232,places/ChIJr5QK_FMfGw0RaXeg-zHc6GI/photos/ATCDNfWDqpCcgO988D0w6zv_qF29SxQVS_Tuw8S4_mMDEm8svIlKRonDXCbf0t0BPzD7dpT60qdHt_PQMdHbM9kiVKCgSD1nBbGKmvZvnPRY8aPFpDvuy_J2hCNWIfTjlBRWSGiVcGcyf1agHB6xhwFWdnflnBv_p87RU9R1QNdCKylza4zHSiBt6-w0-AK4Ftrv0xcngIOEbjuCp_NIi376CddqO-_30LcixW5JohR1VjsvRwJki0ZGfvZKGfg-V9NmRrgrlZH7k5ds2dJ9L6ejMwUy6yt6PKAl5of3w1vKFUTKhgr6-sLgcImQXYLN87DeAnzES5aH7VulZM-dhLmfEEKwLlzxxrOXPE2n7HYL5dPWlEYkAJZZP0ys8e0gkxLetyKqEc80XeOCzd778sVrE-IVEDIvev_T8s20GZmra0vPpHc,50
Cork forest,37.320434999999996,-8.5588622,Hiking,4.7,10,places/ChIJkXBRbgAhGw0RVFUAOJX4qF4/photos/ATCDNfXH5O9uQbtp-q4W52431TZXcPT0-Q80DHwLeSoR3WUUHZQrKAUTUME5nd_r7E8SNwr0y812nA-BDRpc_RuSKWr44l2clmpF2f2kyYEi4C4811ZDyefL468Xlk_mqqBEGejoRoQH3hF7-b5W81fdUfk-YpGfiXC3khbt1OZMNXEdiS_XtnjO8EfIk6GfoAR8ISl-gwrvlKOKmet4Ss0Ckk-ps3GeRKchrKmqv5keAMw3lwBgU9E_IFG774bS64_7Ki462uzCw1iM0JxO136gufmmGH7zJLvm8rXU74s-7i7Ixipt1gspxWh8zN5OEauuO8bUDHr8F96gyy1kiKWCxniAQo-VnYzyz2WDcWoMa4WOejI4RKOhaOz9go_MYJfGbkZThvXGcely3_KiZvaypi2QB3Kol3rCaBwJ9eLWTu79p_ZG,50
Mata Nacional da Herdade da Parra,37.310401999999996,-8.4276841,Hiking,3.8,13,places/ChIJl5z-Dx_fGg0RG4kZV8al0Wk/photos/ATCDNfUXhjZhsw1nCL0MoOaJny1V-HTWmwNSOXxwhPq2XGZY6pEbsjJM6zoHFZfWAM5tEpLTgMGHzBX5FRr-9ibAcNfcPRX-jyLmusg0HLfDvyXhXzMAKq86_RitZykbbOKeHfHJEzfDOD63Z9wq0Wy9zXLmQXGj_a4hgBEMbDXfF2EjZgCqzT7ZScPYrjj1m-d_wo_yL10slWQDU-Tl-bFcbUxUXmBKhAB9NDG8krupclwoAGwyKsrj_pXZT_VZ52VBXrsCGOsYIJKtKta_ysEWeoYr7zSWMzA4km3_6JfuQXa5bw,50
