name,lat,lon,type,rating,user_ratings_total,photo_reference,amenity_score
Memorial dos Pescadores Farenses,37.0111851,-7.9327169999999985,Hiking,4.1,89,places/ChIJUyo_ATRTBQ0RyS7fIvK0mdI/photos/ATCDNfVIlmGutr7Oh_fueYXVJ5BwzNyuztwRkTlVYIUXgbZuP01RvXhyR9iFbB2lOUMF2Q6P0-9mxvf4byiDoJL4l7B1EweuIpMC6wdRCFXxVWmkWo_NI1OBUlNJiLXhqL-BDbv8ttKCuD1THVT_2E1RMOiHcimi0EhYOVFpnq_ato6D_t4_u4kIwJ8NeJ5Jm7YDegBbJsSsa7ihZB3LCNiJXKNpET9dL2KHxBL4eqLBlWqNwbnWVfN0qvhtwtPBpOrkP3L0GvaqiItTSXTyRO5O_HTZzTN35UKxB8jiaUAQ9sg-3n7AKq5PfLD3HTYn_Ma0zKeXOUCOGIqk2s57u8-SdLf4LVz5jwJBgAoUjbl3aJS7bH7ZU6HbnNQKnHGkMC10nNACP7OFVz4VfgVbEbS0vHpYHCrr3eLUHwCovQlrCWCjTl0HhEGXOCOrVznIh-Jm,50
Parque Ribeirinho de Faro,37.023126,-7.9473335,Hiking,4.4,1403,places/ChIJ63Dfu7FSBQ0Ras1y27_GmB8/photos/ATCDNfWIRmpgZX5eOLoJbVli0_sysJZxW_3ZXXW11bqmLm0XbdkkyJCMCr4UtFRb-CN4uW6klu6CZZPXpi-4YPNMnBBDF1e0CL4KIQulz5AB_MTEq18GLGa40ZJFNur5mtRCT8OyCwUTJu9E6VPJTPnj9SEs2GAF56eoyPNQtmp6sG1U0zPLoFI72EaPBt1oexxwchV6DJlNnT-mxo3mZFQmaKvEJXiz3MtIpX27j7FZF0jbi_i14dHCSAnvsw1Cm9cPwulD7HloPCpmyMwW71eY6SHxSPAl_8MDO6dzb7I0jQ41VeqsXKJr8ytZHwFz7FKQs0wiAXkAztZC1Kzcf1-asEuTMHyT4q4J_S5oeuNwH6lNMKve1IrVhJs_CJhajE0w44T0ctTIOsb19nZ1ksqOt-E4o0ExdGcwafjoCI5fOH7P5Q,50
Vale das Almas,37.0228623,-7.976965,Hiking,4.9,14,places/ChIJV2-RMQBNBQ0R8vXHBHkYKA4/photos/ATCDNfVX1a0YB_waHBQOtZNc3dRuleRW8Ov7g_nkaMrW8Mc8_2Sx0mFXiym9T1HoVrq59YKwFiDs_mTpVWpYFpkRnR1xAs6CzjZt8NfZxFMiZsJaSduNZwNdSHoZr7BQr_Zt8m_2GXnLK5grKbEMGy5BXPQ8eaGYH5eXihOxlIcSa9C8Y_93Dqi_6LS1GkT_GnN7U8-5IRD0aTVB5Q7UDDFtZnGWrPR1UlVY36vnJZfQEOREVzgg9ytKS9MvrWknu_i3GNVq8KYHucdkkmenf37CxzfQnR13L1ChMGkLstILCHYim76U0GwCpd9jXG-adoeqOJRyuvQWJZIPA-PrZe01aXjBADHdRBCo_TrC78a8gOjPq7A6ZoPX0QutAOm_FaEZdf97Rv8X-GHD6EiRS8CuMVhb2eehn5U8kOcC-pzw7vpz6z4H2w3t1q9qvsbQQg,50
ParTee Family Park - Vale do Lobo,37.0500641,-8.0652686,Hiking,4.2,81,places/ChIJB-WpOWq1Gg0RAaWgFMWPs5M/photos/ATCDNfWnGbA1QOLK5OMhVjqH_NXo34HAd8s0FaK-eKdAsja95qkMJ6sOf-uXx66CVpjSfpcz1DCLl4fBnGvZcR8o5txf1cFxeCgmyOpNnrHJajNV9fF6Rz68sZZHp3Shd-qQnl7l8XSGMPN5wC4tpoM5QmBpxEgcwSJ1d7XaB-70PPjFde-5HqgyfwwxOnCqOtSil_SEnZCHtg4uMS2U9TPHGeoS75wMXDr0o15wrfATRX79PKYPNhV6Q5ZN0lmIuPUxbOJFVLxtD8fwsIX5knVhLWSo_w9QMQzUOYxQLfazK4M,50
Yuppi kids park,37.030121799999996,-7.869498999999999,Hiking,4.2,510,places/ChIJXQlCnalUBQ0RmNcl1W2rvjw/photos/ATCDNfXhfwjVukDkaH-zazMekNh5L1YgWT7nJwRRu0BI3GNV7sax0j6gH-Qu7JIs6kJi65Ywhh9tIxK55rTP4SFZN3KPN-3y1Rjd4nSjGT8C4XOsQ45767RWpR8zOCT0ceRIqxwYgZRi6pYR77hvdcVEkRpHI-qylG-IzidFhuhVAXhOjC5NX3ytzwOKfDJ433anVlxahy6zfy1gDdevb6IhSMM8St89wTV0rzWoObTzIb_mnnN59vMim5-TTx9x8wrrUOlqOB6kEhZ5rJlVZZdR8KwVbF1xVnT8BafefUFDm0bGmq4ypRMWNumHQJkYUiRMRGwtdNEKMjQ6W-MGZp2i7llxJRQuhn-2ZAxF2Ys0_tex1TPRe5TKiQ1aY70hGJfY5CNOL4lgDWqalkmmMh3wYdiaxvjo4Vvh8a0FNvfbi2KerhjT,50
Islands 4 You,37.0163605,-7.935962900000001,Hiking,4.9,1039,places/ChIJuw5FW8BSBQ0RCI39Y8K6nWQ/photos/ATCDNfXjTnL-y3X81yEsghLmmerBaw8FAetKngSST_useJzWWIDZ_F6nvRtXBoM9MQwDuzXCauYsWC9pPiTRmRHrbHagg3qDVxJg_txJx0UFRZw4m6FPZGqueh6BVA9cXTkzvS6y3nscW4KcG0FQ6pqVESts6YN7VYG7--0yarVsH1VAFndQAFOMpXTY3UNOTBrH5TzXOH53GsmECWRHCBJ_nugseFSsWLUaLNKqUYPS6kSLraIUi5D_wlFgxOZTa_qa0ZdrQISwvs0HWHKQQCGOql9MARY0dMmPeGVKdFVpRBii9g,50
Praia Cabedelo do Douro,41.139876099999995,-8.667225199999999,Beach,4.6,504,places/ChIJ167XHYxvJA0RFDORSUOaMwc/photos/ATCDNfX1sFPCyUcv14FAdKtxF93-T_iOn-1BF7Npl7Rk_KJZddKPFgOTenqzY9LYWgQtHLlNC9LZvaQ__RnMeBbs6GhkdI0rWW4D1L0C1rm2Ew7J5UGddlVmlaEUGh9vR3VblkVqbyzG_o-3qOlyJJHsvM45UULIoCfZM3dx0PW74MHXTIFhvtIE-PIr21N5taDQxWJiAKrn-BQyY4IehE0GSnhgCkKY-ScjPBU1uCjMzW0igbE6kmAmVUQQdqkcjioIq3kXZqmm_GjBqlZT1P1CmqYvEcldmyTSuO66glNLKJG1Lly62WWSOuZ_KdkPc3knlB4ovjXGc1Lp1lB39rBxC6PjVwKD9FvGH5o1L-SzEwk48Z6AqiFXAfG1PMICrI0aQ2K0PKA-vaTCJUo_91RsKaZbXB9pzYvF37HE6TBBmqrVoQ,50
Praia das Pastoras,41.147397999999995,-8.6750026,Beach,4.3,280,places/ChIJNfJNt5tvJA0RxJgIePnLwYI/photos/ATCDNfU37fAfsK8AhJInw4ft3tuFxAsQwGBmSnpNVT5mvr-oBeQ-KXu0LnwF6C0xbNbITlQ9pR01VLLTn0gXEJzEN56xxo_M7dQM08fvKevFXd1ex2VQkWvkBE7MS_aF9ar6jANXnFPGTCrQTvAbtFi0_wypQzLLRfziyo55BLWRnsUpZwXkkEjHaQ1C_wJTwEiRK-izMXDspGE2hpcjpCwiOGiD2d55mGKiwrAlZDcT-JzqBX8Akhp9mAMNAs46uWAqNqUnsyYzb9vFfj6xGK_kDBwWQv6w306k30jSKtSI6GM3fKdD94RPmvno2XvWtqmjvrujPNEAbsZmSxlDkTQ4gwXsGMTHe5-rpnFphofivKvtPHO57nXpYEhA13go2krClvQ3nERy7i2H1Bky9f1oelrrDtmLbHbjkon8KypvILg,50
Praia do Carneiro,41.1486625,-8.6759133,Beach,4.4,2848,places/ChIJ-bjl7ptvJA0RId_n1AJnFxk/photos/ATCDNfXweB41yIEiiMXHxgnAFECpToeG4sWVdPxIkBwJ6VdyWwJeBFD1CDb4O4YInh0sihD49pQWexJxO0mQz_dHUbmlEecPWkeYBmyH3QUs8KjXiH6BEFiVYHynqEelhNCQidBR7ht7H4tHCZag1ajCNh6eyxoC0OxOufhk290QCBpUVCr7ohpdQYbXoN3lNcz8ldnP-eBiXNPQGzGheyy2rR2tVpKxKDEjM977bSFtBiCPCU4-zmm7Lx5CEplWxYRy3mdV5-nDgw73IizFIz_lp0r9GYTC4wzfBGlc2pZkRJ7MkDhSfYADEGbq3Z8OywzNTrgaCl8PKyCTq4ww2eYGvdWWNTAcP6lMWcn1mr7zubGH5h3G7ZiaZFP-MHrgCV9GhwqRH2yJ1GMCXaMyE4l1f-1Mloy6RCSYFQdAjhTTVuSy7K0,50
Ingleses Beach,41.1519481,-8.678229199999999,Beach,4.4,3177,places/ChIJFUHlXp5vJA0Rd2xn9izA1kw/photos/ATCDNfVtYy6i4VWFDOsIMfmV1GNz5K3jjJcV37mp-aG23-twgrZA7hZ3UV6vTkgPd03MLP3BTqX5FGSTIqolFEUAJ5pnSR_sPw_9w3HDG9mK5w5iGnxVhS8LlQmDtZUWSFkb03XHFvyLv_OYqQ2ScFoXzvUePMqwagg1dxMgcq6RVHpYt8hoM0fFca2WsoG_GOKU1CaNmcbkDz-BsbkedpHSn2P1wRdLrqpTD2vGuFdjn3auBktcYIl7DiQ63bEbUcNdIAT3cA1z_3SlBpUN2C2QUW0wtTPwtWe-7PXEAIN1AZpx96dhCVSkJnTQdMP9tFNyCpO3yucvq-YLpH_eDgECZabfk5vcpCustC_N2girH40YWbJr3L83qpTOZmhrLl4htLoGuPKjkaM2qelx1ncUSbnAfV2QOXSqrzGew_gQI5ul8A,50
Praia de Gondarém,41.1562408,-8.6816023,Beach,4.5,2766,places/ChIJfVSkKXVvJA0RfTMxA8CbvyQ/photos/ATCDNfXlDKNpNNxEzWglT5m_nkE5zcwa_UY9OkZLQQdKE2oI_FPlmjohFZez8H-aV_-KEdtybfDSmij_hdLBkqQyXixUfziXz0wjMVldhpn42May-Td6ty1nBSmiv29VjSHppxznkGBfTwwQGdCOwO79IlcP5L7JJs3PKCP7VJe-837g6A0CcER_KdzH3kaRt6cai4nn4vU-BhICAYln5lNncFw1SCdGBtKhosB14gJzNak0REq7BW-che0_noVUDG9BwhKcZl3DY5dufUFgqJHTAgBGIcEMX_U_by5uuaKPzvMAy2Zd0f-YV8ghvp1XfCYqCp97NusvZmGYzkPoQQnKhK1XMD1ffFCQMVay10YUa_LPZ9ExwErP2JPoWysMwCzHDDlSVbSx_UehGAF-VUVt0fbX3uOg3DUQEkXP7M5M6rJcPA,50
Praia de Lavadores,41.1322222,-8.6705556,Beach,4.6,117,places/ChIJx_eAffJvJA0Rf-Yo7IGAA0E/photos/ATCDNfVTrpaK_aXJLUu11anyAi_IcnRDwy_vtMkYF9Yf18zvpxwWPgSLR-rzyzCpjyWs-y1X4ddisLDPOuZOz67UecvHty0ABf11XJ3exGS0D4L-WQ34_aohObEptJCGwnHdJadbS_AF9RY6PGtECvOstOI8lvehhvTAbmBzYX7j4DQTz7_tkZ5fOnMABrgRc4krybVKJE4FxSCTmMFQCDhp2sRMU4fKMiysK0raUwDfFMRZuZOGoJAWzWCLLK5Ay8wLWaTBmnbFwnsoNLl4rsO07NMNM6UVkZjhv-mos6DoAfmopDgQyKZ00RwKy2SFrI6p3ob5tADx6TTt5-6Q_Rtwg5xhW6xLohePtfE9msEln_GkSff1SzUvQvv4dE12bV7mYB3ypdR28gL77S-hRYI69MnEnJSDFeucrVqewqtqHehMKg,50
Praia do Molhe,41.158122999999996,-8.6836609,Beach,4.4,2141,places/ChIJMTElZgtvJA0R-lIf5x0j7sM/photos/ATCDNfVpIQSlJ8GW_8PUk12NkZ1VIfY2FdOXKzpfFnjv5KO7LEamYemzItVt3sOc9tRQkRYaksmpwtueYu0KOq35Szc9py41kHRA-tFve3m1lkMPvrN1NfgN4RQOWhjISkK-kDgurU7ajAiifKJJ7EBhDJV84VLBJS07r6WQHE2GA8W_w15B6FHx6JPMkdxhEEg374Y9NoCpRAbIrKCDPFR0sACFP63m8UBN6dPtQVxAFVGnhqWw8z4oEPWg4VFmQOXwGCJNpa7n6r2eOVqrR7oruo_hRbzuSS3Cm0xBJE7WPaAsP8M20AaBkR9B2-Xyzdp9kfW8S7B3khcskMBmC4UA5RfYgKCZynxjhTKMGRuIQ3sPWEGZt6zvcJKb1HCK8QiV29xOHKhoXMgg-lLNuNQB0U7kHx4GqfIY-a4Aztqq9wVPVbFy,50
Praia do Homem do Leme,41.160056999999995,-8.6855985,Beach,4.4,1296,places/ChIJp1NqQwxvJA0RCRtpbgPS8aQ/photos/ATCDNfWorGpxceZPTsg9dv5hMAtHd_vWNWS6ovGPZxZMIgyCezpCSvm8PLJW3TIDcuSIiXpbaMEuEOpDMhcJzA9pMkyZk4nqLHnYYkRqKgVqJXjW24bEW0JayT5It23g1tKY_8WPw57NkE8vE18Re48A5Cgqy0IlG-5cYnhcWVYWKpT_E20FnQCaWb_CMPUceFFhycAz1PMIbMtbB0-T4lKkQ8EhdD0c8VUSf2vIp6ZXU2xEjE0VbJev1rFmKrqCLlc3rfjy-3UxyZNAaOqRv60TXxjMg6YpJB0Eli60eSja5-Pzubw8pivxnz5Vim6D27u9eXx7lJiwhiJNwP0Kt6ZJ4rcs52nJkF94pBAfMAp7V2E4a8KrWLUuR8y9OulCP4u4yaRo_KtdQSiucrSBIBJitmjLAIlwc8Nxn2_5nzGxcJiVww,50
Praia Internacional,41.1713143,-8.688684,Beach,4.4,277,places/ChIJdWBdZhZvJA0RMK0FM99VEM8/photos/ATCDNfUSXnojDG_dKCjfuYg1OhZgmcVCyDUEjQyjcQqj0zd0FRGvJa1D9UvqaL-M8nmYQDxs6GbuY728tuAU3wIyLS_To1fdqD_tuvU0oGlml98HRgcNr2ZFqwdOIuF2E-0LVsuq2OKMIusX3PwHCBuI8lDYhP2BFt2e_DzSHQZfpMXHTXqQ5BREfwuVgJTuf3rGeJvVD6-xRu91l_Yyj8bS3_mTbIyI9pDX_pJcJv00vWHLgk0n5OXBoKpSbujt1FwQGFp3DytvSzvsquBSIyuyIJ00M6lYiCfR1Bpe9aImaQ1zOHDwXXs_1FP8-M4GIS-A1miV4hIGzT3GmGfvg_7VIJtd-vLX5fhWlN8AibsgMxYxEm4GB64yNLWDZuUxiTTeUS4VpIGc1nQTmt6_MUbDQfyK04_OH_2OLl-e48UqnISvEg,50
Matosinhos Beach,41.1763702,-8.6926763,Beach,4.5,14786,places/ChIJ2d-8zjxvJA0RP2Ac4rtI_FM/photos/ATCDNfUGGnQ1LBWa_Hg6tklWiKp5frsvBJlzZ-y9z3t2rxcNKR45SzG5gAQROjb_xMUeeKYzMk92qK41Pjk9IuV3s01aa9FXL4SB2o5eYEX-ZLXEchp7akyq_BmgzCH6njoP6caz0Iwcy8TXWDD9uOi52anrGsqzHXaYrVG16h-GvVTRvXB45M68Rk3EbSL0cRDsVpf804bwRhmElvIKnzqGkH5L9ZiIi3ysLH1c1zesWt6yn6EpHafqyHUaWIZQw3LFbWIS5Q15nh8vf5DKsQRUGP0xdV34gpS3fJrSk6N6E5WPZtQrxRqEhp0pA6tzcELsjXfuB0r-lmY88UmOAj2fmc5ST3yl-xFgXVBPEhUXu_rpFAfAFx1_vTUuzAQZjUduGm2_VHsn_DUtNozdwRY4ptXwu9Te1NnBgwTICuV3vAKKjA,50
Livraria Lello,41.146905499999995,-8.614774599999999,Viewpoint,4,83179,places/ChIJd5pejOJkJA0RT-Sh6F5ACH8/photos/ATCDNfV_kCFa8ljM4NuQ_jk-fykOxmq84RH1ifC2SXPde4AFonlafVfMyJ_Q7gXoKIUnjYTO0kqJHql5P7jd-Mow87eggB9VqO6Phn68OOIZgGK9zGGOzRZoLdBhElHO_vNw_HMyttbJEcYMUZ6v7Z81btF8z6QlkAzWNysQSCTpSulrTeu_E_l2gcWfnKpwnXYB2woQ0j3Aq0NSc7IOCZcETqDcBhHs4sAqv960TSw41-kSzjK42MSgqwuTaP2FSfxz9m_-QGZ8bv6_K2TMCYpkiYxxpVCSScD5M7VrDTYr9m4dgcXJV2lrrOYLlgXQ3APoiM_EX4GLMY2W4INzMLt58fDCCDlYr8TqhtM7Q8qR3kAz8_tqsbzE6Y8yBPMC45sGenpdr-IPwnznN091XGwW4jKEMWXvxowH6l6D-6Q1A_D9QPm8,50
Porto Cathedral,41.142853099999996,-8.6111165,Viewpoint,4.6,36355,places/ChIJueuROeFkJA0R6Td1oK7MHEo/photos/ATCDNfVs-6I-BRYtfNaE9YNPZ_-AXxpozBzjlTKQ0PzVfVQzoq7_0hoQ7o6VjLhnN23DmyqlwhuyR6Sb0R3YIBdQqa5bRaPB9jOPUlf-EUuayVY6FFDav-AqurVOcbB9-B9MPZjAGvQF9IxL6lzQ2SxCTiYxMkf5HKoODe29G-Arp9Y7IctC2gUWkRNykd7uilx73OOIr9AmLSnEe9UgnvMjR-sBzvdyyxurcpHCyBYFmFuTHWGAh79BbidgF9KBTN0nCWnriTBCqDg4yowv5L8Lo_xqXzWdhFuHg61TaF-2AU2NvP5Ya33cMSbIh9_P3WlzMZkmZE_9UKcmthxWuG8sjxrOZkx4rSZdv9wb_90TEB30QYWWZlh0ftv39Qxat7vOVtWys6n4Ez1wa5bnsTt5ShDtKJ8k0_uADHPUKSu58BSCvJPx,50
Luís I Bridge,41.139958899999996,-8.6094485,Viewpoint,4.8,93463,places/ChIJ00b9XOdkJA0Rq2pFmc9AW8I/photos/ATCDNfUyXbCEpBEZQIIujfKfYiauGM6RF2ZQ-x-_DR1FHEuMe0zfQIjTJs20jUe3GE8WBpsBEwQa4LxDoQR7KV_3mFLBDsCs4yQxOqpuyhLL2fR67Ak3JCFgLiT5uU7NZhSRJbKuoHElT4ZQ6Xnhma--yzdugrgCrPVD1zxGmXKx47SkhTpV1YCKslNDVNr4kEo_-u5-MI9mnGul8o43Gi02M81PmLWzQNdaVv8dDgStNZ3wnQDXrRxpLlH34gI3_1ZgRaIwnIuBWpxV7qsA72cWr4Ck3BBmgd_T1pwNFEsQOP3Rg7ypGR5ZAQLwmkwLIvaN5-o657HtPWGneI4mYFHTXKsfyKW9RHO-Z7oOLZ5Q6UEYpY_3EprCu-sggQXlX02iY4YYsDfQyzUbdsYTh2PR7yFScL64DyjcoOW54KF-0PCllMx4_AIgNhGm6RqyrQ,50
Jardins do Palácio de Cristal,41.1482682,-8.6255165,Viewpoint,4.6,46506,places/ChIJo2WgoxplJA0ROB2wNY66bGQ/photos/ATCDNfVu8hbb8rSzsaVChEzWsA7HhGycM_wN9TK0bKViT1qlkE_SmQ8vd8YfZVL5m3ZlJu9Mwv18zbFvgpbJXWog8u1gVkH9qluNgk5Na-qs54AhGSZfRXerFMs-wmV8VfR1H5KkscDWnB1SnWILPccOZpTrczNkXLEugmdAsicUWRknl7FGugqco2vwOnMuXJxTi8pCMeeZK2RRXvcGVgVSS6XzbRWtC5AbsjvFcrQ24gLMzZImUWDW7JcRhAzkkbWXavPM0bcwiLDIGw5bdv4d1rb33xbgDQ1mBjBF5G3SDZXcxImpdOEzk9TWj5AjdNK8dylILUbPmkqesknNwpnaDNKk3vtWUqxJWfuctPgpKcuwj_Sj3SixdGluRdK8hmllMsoRWYnh8gyZKlIjFKvEr-YvSrpFeymsWGAddNq1dkK9OlT6,50
Jardim do Morro,41.1371459,-8.6092935,Viewpoint,4.7,33775,places/ChIJHwb6td1kJA0R5zTqv3nKOSk/photos/ATCDNfVkhu2usxxtdiZhJ7xfUJS2Q2GjxAKmOpA09iagwlwGYVCHa_QvcDSG4_oSH8THRhIF3ebriLryc4aNRlk-5pSv4Q-z64nziwkUL19ci-yR6u4hi65Gn1kxCAXECaX4zTQrqbHUplgE0a8YmSuFRMO__jgHiVN_jwUN6hjNNLjV5llpC7XR0f8BdQn9gpIIXzkmmt3JiPY4Q7IhNbwC9AsJzS9dTwapx-jwOgg2Clh2QaAld-U-3CoGpMRkmYOqoKkfV8ymy_kNbfO3aK_ho7boHtsABvbAr8DyQ4gSd2IwYi2K3IPV6vdjbkdyGkCbGPBbC1rxEh01gLO7W5rESG99SNdnbHEtLdUVjDZGAQHn585XkFXnTEUi_6iIH8aaihSH30vBR3T9xAYa7lWA1x0NmSYLOl2ZVN2GzqmguORydQ,50
Torre dos Clérigos,41.1456705,-8.6145977,Viewpoint,4.6,20772,places/ChIJSdbOUeJkJA0RIXwSJxPFXkI/photos/ATCDNfU8AbcpdZWdvipqDB4WREVhIpk4lCP9X7qwlklUy8RgzAOF9-nLS6r1oMZs_H8mCcHdNxiu3AeCQ14e7lppnTHX8JfKbGGLTs_6-Im_zPYTaNybXzMNP8LyABjBhO3NFpkcY71gprE-nLl0JQqKy4Cic_r24aCpuOYRfaYZN7GIa_KVSWbP8CqQt5ZUyy51sLZFiM2qGlJVyxSDC9jW8ILo9YrYfV3fzHWMP3gygmlGcP7YOVg0vD1IlKlHDFYthXlwcFukjoDYa40DGRuFz5Dk0RUiJvyBjSFk2IvI3d0J0hhJn4HBzgY8WE5QTz5Wri8snYMe5V_c-Fwn6iZYxrGiPyu4LiILMWwa0paBlud8RNjM-6Ilkrjfu6Hz7QlNsdzpXKY3lcJo4W0a3JNrX8pBRsuQqDXAi6_RiZG5adqzBJjRoBmZenzQTtF_-olp,50
Palácio da Bolsa,41.1413772,-8.615672499999999,Viewpoint,4.5,12948,places/ChIJQQ2CwuFkJA0RUdkM5HFBMmk/photos/ATCDNfV1_H2J_TeRWeoFDWssJOcAnOu__eu3I1LmWEyOLnzEpfJhixSPk2W7GNgIxnrzQIn1KFTa39hvjtgNlEgPVAAaOtW1fsrVlEYqs2K2UqFxfFDNgRox3JKs91zKgAtxxoVLk23_0zwxli_BPx6WUTZUuaAPQ29BfYoVkhs0ILOOf5wqfCVloAUDdkEqewXxKGMS2pli-y79GBxIxT65BRPkXC0hcJ0QcMskskAG4RIzYhtKLQtK5qtHOJx7ploNYy7GkJCaKA0ykpS-ue1coI1IC7yOfpB2wHCF4F63Iy64W_jKXHw1k8-mlyKPAECkTYZsn5_HVtoc5Z4U_bLTKL_gzsIwRWJ_LwgUevZ4VrPu7PBAjQWwe31MJR6GF2vo17VuK2suLIPKvubKaHOzH6W59KiLDf19bsMGxdqFfbalEc3BHSW0cWSaAHv9hA,50
Casa da Música,41.1588467,-8.630737,Viewpoint,4.6,20728,places/ChIJz0Pm3ABlJA0R7UBFROy6XsM/photos/ATCDNfWpfucQ9yBpkSVeQvfYhXn7nUAdXxviyAGbZjAbZB9Pfi2BC4VprBob0bur2aSZvY7sDG63gqz9s0lelVwRm92HQyx_5vt5BnytpvruY8rPOJZmJ8qwX7T642ufk8kmpHZF60REZLS2a4GRrmdF0A1JSyfP04ZbfVME2nTN29EHl6u_9UEwyixBBuj-84K1nOgCGj1kl_3i3W7CKLoPbwlWRm7Cn2YuzWKEJTYhLdjrDVYaVhADNYazUrKLWJk6SlEIBQRoDgPzZCuMDbQN7qXHz2Xlein5iawPz1CEFxtNp1JKQ1iYdg0mIWWgg0CEE2uI7YhcTeSvhSvHImhKEfNYL3he9EBG0W7FDjedHqPROnfwzaDPHTV0foqnZn4wQJO4ZJJkJIHxhX60QFBp5Yj0XtyN_OkkBk2JbCcZ5BF8MlY,50
Chapel of Souls,41.1498821,-8.6056554,Viewpoint,4.6,10725,places/ChIJX55xrvpkJA0RtYd3oxxfEhE/photos/ATCDNfVAXhsKX7YRDF1q0hUVgdVP2y20lviXq4ZnKzAQFfVl8B_fPHGl25bU0UYANe9XFQLnoq-yjRLi7vjT7CPObQg8MLVMtTqQECz2IaAmcR2cvTQDcVI_rZgc-S-hgJGe6qu0VraXNfbItmtDWKhAq_GzQy53azHjmJIYBIi5Lsu5sR7tu_zmxk17XKjycOB6VvamGDnnRaSq7-e5SPIPY-KUloEtyz2cbkJlp2x1A63T55AFjW3S1pp98WxHZMRHmHCw-7iwEWirsIJRM14n-zH6rifC25HIS9-_4l_BmmcYt0l2Cx2oNkC6GEO8dLEerOKmHI2A6-zUauADrjK1MuqOciSRrR5u7ZsYwjvIg71f1K6Tk4N7ZHXc6xL3CTkDs3n5FUGq5rPdkpR0Pxd2QLe6aHiZaHL6SFlDISDfOKSsog,50
Igreja do Carmo,41.1473563,-8.6162729,Viewpoint,4.5,4884,places/ChIJyW8tmeJkJA0RdGKANtSBTgE/photos/ATCDNfXiroxnlBuUtJ5h8NP4Jy5vw-hzAvmeEihNE7uwrcbwdOp0Z00OLVsGMo0QhqhzyzQGSwBge3QA7bMwcgmwaxY260001eS-TSoCOYucFycbgyO-hxPEB9exkC8_g1OJlnfx0OF1SxHyqR9cAbHSduXMa9TOJTovCKDzw2FXumk39vikZUsiMWlrx3GfOus8PJcQMdvuIXx5SBd4F5tlc1T1ugjiY-ELTa_U6m1LzsdplcU0FmVDDGTY9DqnfdYgi2Cjr1szVKrZ8A3gTt1uqi1SSM2EscHhxpk7UhxLefb5wKWIBP6HzsfhAhZqRMhg_DgEeVRmU9eAeF7yTB81fl55mwfhOAslcK4oULTC7HbrKy26OL1fvwV2mfaATCIzexdOfsNoZfTsIq6Virk8u_zX3py0RDvilvoXQ-Oebz5WtA,50
ORBITUR Canidelo,41.124623299999996,-8.6663091,Campsite,3.9,1451,places/ChIJDxyjF_pvJA0RIBfuPdux6-4/photos/ATCDNfWNoYULQK_9AN17Cf_NdEXRP0qP66anOlxpMwPqrA7Yl9D9eLkbOpzfQOKEPDy0fg9SART3OyIzNairV92RBcHU1fRx18q8v5uVTY_io1XtHx_j0yLCJBajh9iAVs3fng2wOj6-7reaRSKcAT6x9Q4fMLR12zJQT7qA2e7bDurvMrwvCjMW7Kgn97Ky_gGHOe9kyfVHM6LiQ08nFILX0azovX-F20LH_FAITVYFcGAyJH4iYLqfm-wYLSTZwlb-mTqr1yyGDbb-9a-Q2mnm_OW38DUHAr-tlC7KJsZ86s0keQ,50
Orbitur - Angeiras,41.268792399999995,-8.7203436,Campsite,3.9,2090,places/ChIJLY910thpJA0RjVpvNZ6Lwlc/photos/ATCDNfVCcxMtRigSUuMALZHYrZokbwy57DApp5LCDaLfdhjiPHJnNsChA_W3-mfV9dbzCe1LnyxY_VdpHH6DhvLbfnrwFOlaQ_KQ-kkMYcCqHHq2Ni3XwuTwdtXrboI_Rzl1FF6FJNRr5c-r9lrSVDRKf13jwnVDNVxIgxVW7HXGqNHKoC4XGxuhds44odQk7AKWXdztayHfJRvNCW-ZT0C-z7oylpC0h8f8j_Vo3iGXpNhkQapMazu-p0Wv7nQMDT-DJolp2YkES6g1Cg-sskxARcwaOBhPjzSef8e0uH_7bslztg,50
Parque de Campismo de Salgueiros,41.120804799999995,-8.6612847,Campsite,3.4,1490,places/ChIJ19wgt_hvJA0RY676ZgRnbUc/photos/ATCDNfXvejrSc-yxR_IyRG6oBx9BgmghygP__N1RvzxMJuHzdmLaw2yk8j3S-RZJbJxlJNeZCyhixLyzOvnc1gDFobusNCWlqc0MnA_lz3JdjzL5X8YsegtFugO12s9LqaLlA32hBjqF7GDC4gYGfXEI85rTHMclik0AIGaEkNwdQK5cOimuETgGZ1AhvlJEmfAYG4jpIkVPvY7V77jlfEPrcTpqj4fdZK6QCVpyA3eCbmOhW81AsRCH-JBuKVJj-nqTVaY5rfvc0wnU17FCyCBoIbJ2Eq99MhRBEbgr9gsxEu2XobDEuZNXu6E3XRqI-bfjbUZ312uYORgBEoWpSZ0D-wlHcTr8zzcFe5RZOObvqUOSjTVGcWpvtrwC-9ntUf8idwPclj8ivBzLtxfzNxZsOxOrgVtJPT-UsN6e1E1KUrH8WII--YHbV_35Mv8nFIhg,50
